propertyTaskProcedureId,propertyTaskProcedureId,propertyTaskId,proceduresId,sequenceOrder
14499,14499,5971,58,1
14500,14500,5972,97,1
14501,14501,5972,47,2
14502,14502,5972,77,3
14503,14503,5972,62,4
14504,14504,5973,55,1
14505,14505,5973,47,2
14506,14506,5973,127,3
14507,14507,5973,62,4
14508,14508,5974,52,1
14509,14509,5974,47,2
14510,14510,5974,127,3
14511,14511,5974,48,4
14512,14512,5975,52,1
14513,14513,5975,113,2
14514,14514,5975,127,3
14515,14515,5975,48,4
14516,14516,5976,52,1
14517,14517,5976,113,2
14518,14518,5976,127,3
14519,14519,5976,48,4
14520,14520,5977,157,1
14521,14521,5977,47,2
14522,14522,5977,127,3
14523,14523,5977,151,4
14524,14524,5978,128,1
14525,14525,5979,128,1
14526,14526,5980,55,1
14527,14527,5980,47,2
14528,14528,5980,77,3
14529,14529,5981,55,1
14530,14530,5981,47,2
14531,14531,5981,77,3
14532,14532,5982,55,1
14533,14533,5982,47,2
14534,14534,5982,77,3
14535,14535,5983,55,1
14536,14536,5983,47,2
14537,14537,5983,127,3
14538,14538,5983,48,4
14539,14539,5984,52,1
14540,14540,5984,113,2
14541,14541,5984,127,3
14542,14542,5984,151,4
14543,14543,5985,52,1
14544,14544,5985,113,2
14545,14545,5985,127,3
14546,14546,5985,62,4
14547,14547,5986,57,1
14548,14548,5986,58,2
14549,14549,5987,57,1
14550,14550,5987,88,2
14551,14551,5988,57,1
14552,14552,5988,88,2
14553,14553,5989,57,1
14554,14554,5989,58,2
14555,14555,5990,52,1
14556,14556,5990,47,2
14557,14557,5990,127,3
14558,14558,5990,125,4
14559,14559,5991,52,1
14560,14560,5991,47,2
14561,14561,5991,127,3
14562,14562,5991,125,4
14563,14563,5992,55,1
14564,14564,5992,47,2
14565,14565,5992,127,3
14566,14566,5992,125,4
14567,14567,5993,52,1
14568,14568,5993,47,2
14569,14569,5993,127,3
14570,14570,5993,50,4
14571,14571,5994,52,1
14572,14572,5994,47,2
14573,14573,5994,127,3
14574,14574,5994,50,4
14575,14575,5995,52,1
14576,14576,5995,47,2
14577,14577,5995,64,3
14578,14578,5996,128,1
14579,14579,5997,49,1
14580,14580,5997,127,2
14581,14581,5997,113,3
14582,14582,5997,110,4
14583,14583,5997,62,5
14584,14584,5998,49,1
14585,14585,5998,127,2
14586,14586,5998,113,3
14587,14587,5998,110,4
14588,14588,5998,62,5
14589,14589,5999,49,1
14590,14590,5999,113,2
14591,14591,5999,127,3
14592,14592,5999,48,4
14593,14593,6000,55,1
14594,14594,6000,47,2
14595,14595,6000,127,3
14596,14596,6000,125,4
14597,14597,6001,55,1
14598,14598,6001,47,2
14599,14599,6001,127,3
14600,14600,6001,125,4
14603,14603,6002,55,1
14601,14601,6002,47,2
14602,14602,6002,127,3
14604,14604,6002,125,4
14605,14605,6003,55,1
14606,14606,6003,47,2
14607,14607,6003,127,3
14608,14608,6003,125,4
14609,14609,6004,55,1
14610,14610,6004,47,2
14611,14611,6004,127,3
14612,14612,6004,125,4
14613,14613,6005,55,1
14614,14614,6005,47,2
14615,14615,6005,127,3
14616,14616,6005,125,4
14617,14617,6006,55,1
14619,14619,6006,47,2
14618,14618,6006,127,3
14620,14620,6006,125,4
14621,14621,6007,55,1
14622,14622,6007,47,2
14623,14623,6007,127,3
14624,14624,6007,125,4
14628,14628,6008,55,1
14625,14625,6008,47,2
14626,14626,6008,127,3
14627,14627,6008,125,4
14629,14629,6009,52,1
14630,14630,6009,113,2
14631,14631,6009,132,3
14632,14632,6009,127,4
14633,14633,6009,62,5
14634,14634,6010,52,1
14635,14635,6010,113,2
14636,14636,6011,58,1
14637,14637,6012,118,1
14638,14638,6012,159,2
14639,14639,6013,118,1
14640,14640,6013,159,2
14641,14641,6014,118,1
14642,14642,6014,159,2
14644,14644,6015,118,1
14643,14643,6015,159,2
14645,14645,6016,118,1
14646,14646,6016,159,2
14647,14647,6017,118,1
14648,14648,6017,159,2
14649,14649,6018,118,1
14650,14650,6018,159,2
14651,14651,6019,52,1
14652,14652,6019,47,2
14653,14653,6019,127,3
14654,14654,6019,125,4
14655,14655,6020,52,1
14656,14656,6020,47,2
14657,14657,6020,127,3
14658,14658,6020,50,4
14659,14659,6021,52,1
14660,14660,6021,113,2
14661,14661,6021,118,3
14662,14662,6021,127,4
14663,14663,6021,151,5
14664,14664,6022,57,1
14665,14665,6022,52,2
14666,14666,6022,113,3
14667,14667,6022,132,4
14668,14668,6022,127,5
14669,14669,6022,48,6
14670,14670,6023,57,1
14671,14671,6023,52,2
14672,14672,6023,113,3
14673,14673,6023,132,4
14674,14674,6023,127,5
14675,14675,6023,48,6
14676,14676,6024,57,1
14677,14677,6024,52,2
14678,14678,6024,113,3
14679,14679,6024,132,4
14680,14680,6024,127,5
14681,14681,6024,48,6
14682,14682,6025,57,1
14683,14683,6025,52,2
14684,14684,6025,113,3
14685,14685,6025,132,4
14686,14686,6025,127,5
14687,14687,6025,48,6
14688,14688,6026,52,1
14689,14689,6026,113,2
14691,14691,6026,127,3
14690,14690,6026,79,4
14692,14692,6027,52,1
14693,14693,6027,113,2
14694,14694,6027,127,3
14695,14695,6027,79,4
14696,14696,6028,52,1
14697,14697,6028,113,2
14698,14698,6028,127,3
14699,14699,6028,79,4
14700,14700,6029,52,1
14701,14701,6029,113,2
14702,14702,6029,127,3
14703,14703,6029,79,4
14704,14704,6030,52,1
14705,14705,6030,47,2
14706,14706,6030,64,3
14707,14707,6031,88,1
14708,14708,6032,76,1
14709,14709,6033,58,1
14710,14710,6034,52,1
14711,14711,6034,113,2
14712,14712,6035,58,1
14713,14713,6036,68,1
14714,14714,6036,69,2
14715,14715,6036,47,3
14716,14716,6036,74,4
14717,14717,6037,88,1
14718,14718,6038,58,1
14719,14719,6039,76,1
14720,14720,6040,68,1
14721,14721,6040,69,2
14722,14722,6040,47,3
14723,14723,6040,74,4
14724,14724,6041,88,1
14725,14725,6042,58,1
14726,14726,6043,76,1
14727,14727,6044,68,1
14728,14728,6044,69,2
14729,14729,6044,47,3
14730,14730,6044,74,4
14731,14731,6045,88,1
14732,14732,6046,58,1
14733,14733,6047,76,1
14734,14734,6048,68,1
14735,14735,6048,69,2
14736,14736,6048,47,3
14737,14737,6048,74,4
14738,14738,6049,88,1
14739,14739,6050,58,1
14740,14740,6051,76,1
14741,14741,6052,49,1
14742,14742,6052,47,2
14743,14743,6052,127,3
14744,14744,6052,62,4
14745,14745,6053,49,1
14746,14746,6053,47,2
14748,14748,6053,127,3
14747,14747,6053,62,4
14749,14749,6054,49,1
14750,14750,6054,47,2
14751,14751,6054,127,3
14752,14752,6054,63,4
14753,14753,6055,52,1
14754,14754,6055,113,2
14755,14755,6056,58,1
14756,14756,6057,52,1
14757,14757,6057,113,2
14758,14758,6058,58,1
14759,14759,6059,55,1
14760,14760,6059,47,2
14761,14761,6059,127,3
14762,14762,6059,125,4
14763,14763,6060,55,1
14764,14764,6060,47,2
14765,14765,6060,50,3
14766,14766,6061,55,1
14768,14768,6061,47,2
14767,14767,6061,50,3
14769,14769,6062,55,1
14770,14770,6062,47,2
14771,14771,6062,50,3
14772,14772,6063,55,1
14773,14773,6063,47,2
14774,14774,6063,50,3
14775,14775,6064,55,1
14776,14776,6064,47,2
14777,14777,6064,50,3
14778,14778,6065,55,1
14779,14779,6065,47,2
14780,14780,6065,50,3
14781,14781,6066,55,1
14782,14782,6066,47,2
14783,14783,6066,50,3
14784,14784,6067,55,1
14785,14785,6067,47,2
14786,14786,6067,127,3
14787,14787,6067,125,4
14789,14789,6068,55,1
14788,14788,6068,47,2
14790,14790,6068,127,3
14791,14791,6068,125,4
14792,14792,6069,55,1
14793,14793,6069,47,2
14794,14794,6069,127,3
14795,14795,6069,48,4
14796,14796,6070,55,1
14797,14797,6070,47,2
14798,14798,6070,127,3
14799,14799,6070,48,4
14800,14800,6071,55,1
14802,14802,6071,47,2
14801,14801,6071,50,3
14803,14803,6072,55,1
14804,14804,6072,47,2
14805,14805,6072,50,3
14806,14806,6073,57,1
14807,14807,6073,58,2
14808,14808,6074,57,1
14809,14809,6074,58,2
14810,14810,6075,57,1
14811,14811,6075,58,2
14812,14812,6076,57,1
14813,14813,6076,58,2
14814,14814,6077,58,1
14815,14815,6078,57,1
14816,14816,6078,58,2
14817,14817,6079,52,1
14818,14818,6079,113,2
14819,14819,6079,127,3
14820,14820,6079,62,4
14822,14822,6080,55,1
14821,14821,6080,47,2
14823,14823,6080,127,3
14824,14824,6080,62,4
14825,14825,6081,55,1
14826,14826,6081,47,2
14827,14827,6081,127,3
14828,14828,6081,62,4
14829,14829,6082,157,1
14830,14830,6082,47,2
14831,14831,6082,127,3
14832,14832,6082,151,4
14833,14833,6083,157,1
14834,14834,6083,47,2
14835,14835,6083,127,3
14836,14836,6083,151,4
14837,14837,6084,55,1
14838,14838,6084,47,2
14839,14839,6084,48,3
14840,14840,6085,55,1
14841,14841,6085,47,2
14842,14842,6085,48,3
14843,14843,6086,52,1
14844,14844,6086,113,2
14845,14845,6086,127,3
14846,14846,6086,62,4
14847,14847,6087,68,1
14848,14848,6087,69,2
14849,14849,6087,47,3
14850,14850,6087,74,4
14851,14851,6088,145,1
14852,14852,6089,58,1
14853,14853,6090,128,1
14854,14854,6091,68,1
14856,14856,6091,69,2
14855,14855,6091,47,3
14857,14857,6091,74,4
14858,14858,6092,145,1
14859,14859,6093,58,1
14860,14860,6094,128,1
14861,14861,6095,68,1
14862,14862,6095,69,2
14863,14863,6095,47,3
14864,14864,6095,74,4
14865,14865,6096,145,1
14866,14866,6097,58,1
14867,14867,6098,128,1
14868,14868,6099,68,1
14869,14869,6099,69,2
14870,14870,6099,47,3
14871,14871,6099,74,4
14872,14872,6100,145,1
14873,14873,6101,58,1
14874,14874,6102,128,1
14875,14875,6103,68,1
14876,14876,6103,69,2
14877,14877,6103,47,3
14878,14878,6103,74,4
14879,14879,6104,145,1
14880,14880,6105,58,1
14881,14881,6106,128,1
14882,14882,6107,68,1
14883,14883,6107,69,2
14884,14884,6107,47,3
14885,14885,6107,74,4
14886,14886,6108,145,1
14887,14887,6109,58,1
14888,14888,6110,128,1
14889,14889,6111,68,1
14890,14890,6111,69,2
14891,14891,6111,47,3
14892,14892,6111,74,4
14893,14893,6112,145,1
14894,14894,6113,58,1
14895,14895,6114,128,1
14896,14896,6115,68,1
14897,14897,6115,69,2
14898,14898,6115,47,3
14899,14899,6115,74,4
14900,14900,6116,145,1
14901,14901,6117,58,1
14902,14902,6118,128,1
14903,14903,6119,68,1
14904,14904,6119,69,2
14905,14905,6119,47,3
14906,14906,6119,74,4
14907,14907,6120,145,1
14908,14908,6121,58,1
14909,14909,6122,128,1
14910,14910,6123,68,1
14911,14911,6123,69,2
14912,14912,6123,47,3
14913,14913,6123,74,4
14914,14914,6124,145,1
14915,14915,6125,58,1
14916,14916,6126,128,1
14917,14917,6127,68,1
14918,14918,6127,69,2
14919,14919,6127,47,3
14920,14920,6127,74,4
14921,14921,6128,145,1
14922,14922,6129,58,1
14923,14923,6130,128,1
14924,14924,6131,68,1
14925,14925,6131,69,2
14926,14926,6131,47,3
14927,14927,6131,74,4
14928,14928,6132,145,1
14929,14929,6133,58,1
14930,14930,6134,128,1
14931,14931,6135,68,1
14932,14932,6135,69,2
14933,14933,6135,47,3
14934,14934,6135,74,4
14935,14935,6136,145,1
14936,14936,6137,58,1
14937,14937,6138,128,1
14938,14938,6139,148,1
14939,14939,6140,68,1
14940,14940,6140,69,2
14941,14941,6140,47,3
14942,14942,6140,74,4
14943,14943,6141,145,1
14944,14944,6142,58,1
14945,14945,6143,128,1
14946,14946,6144,68,1
14947,14947,6144,69,2
14948,14948,6144,47,3
14949,14949,6144,74,4
14950,14950,6145,145,1
14951,14951,6146,58,1
14952,14952,6147,128,1
14953,14953,6148,68,1
14954,14954,6148,69,2
14955,14955,6148,47,3
14956,14956,6148,74,4
14957,14957,6149,145,1
14958,14958,6150,58,1
14959,14959,6151,128,1
14960,14960,6152,68,1
14961,14961,6152,69,2
14962,14962,6152,47,3
14963,14963,6152,74,4
14964,14964,6153,145,1
14965,14965,6154,58,1
14966,14966,6155,128,1
14967,14967,6156,68,1
14968,14968,6156,69,2
14969,14969,6156,47,3
14970,14970,6156,74,4
14971,14971,6157,145,1
14972,14972,6158,58,1
14973,14973,6159,128,1
14974,14974,6160,68,1
14975,14975,6160,69,2
14976,14976,6160,47,3
14977,14977,6160,74,4
14978,14978,6161,145,1
14979,14979,6162,58,1
14980,14980,6163,128,1
14981,14981,6164,68,1
14982,14982,6164,69,2
14983,14983,6164,47,3
14984,14984,6164,74,4
14985,14985,6165,145,1
14986,14986,6166,58,1
14987,14987,6167,128,1
14988,14988,6168,68,1
14989,14989,6168,69,2
14990,14990,6168,47,3
14991,14991,6168,74,4
14992,14992,6169,145,1
14993,14993,6170,58,1
14994,14994,6171,128,1
14995,14995,6172,68,1
14996,14996,6172,69,2
14997,14997,6172,47,3
14998,14998,6172,74,4
14999,14999,6173,145,1
15000,15000,6174,58,1
15001,15001,6175,128,1
15002,15002,6176,68,1
15003,15003,6176,69,2
15004,15004,6176,47,3
15005,15005,6176,74,4
15006,15006,6177,145,1
15007,15007,6178,58,1
15008,15008,6179,128,1
15009,15009,6180,68,1
15010,15010,6180,69,2
15011,15011,6180,47,3
15012,15012,6180,74,4
15013,15013,6181,145,1
15014,15014,6182,58,1
15015,15015,6183,128,1
15016,15016,6184,68,1
15017,15017,6184,69,2
15018,15018,6184,47,3
15019,15019,6184,74,4
15020,15020,6185,145,1
15021,15021,6186,58,1
15022,15022,6187,128,1
15023,15023,6188,68,1
15024,15024,6188,69,2
15025,15025,6188,47,3
15026,15026,6188,74,4
15027,15027,6189,145,1
15028,15028,6190,58,1
15029,15029,6191,128,1
15030,15030,6192,68,1
15031,15031,6192,69,2
15032,15032,6192,47,3
15033,15033,6192,74,4
15034,15034,6193,145,1
15035,15035,6194,58,1
15036,15036,6195,128,1
15037,15037,6196,68,1
15038,15038,6196,69,2
15039,15039,6196,47,3
15040,15040,6196,74,4
15041,15041,6197,145,1
15042,15042,6198,58,1
15043,15043,6199,128,1
15044,15044,6200,68,1
15045,15045,6200,69,2
15046,15046,6200,47,3
15047,15047,6200,74,4
15048,15048,6201,145,1
15049,15049,6202,58,1
15050,15050,6203,128,1
15051,15051,6204,68,1
15052,15052,6204,69,2
15053,15053,6204,47,3
15054,15054,6204,74,4
15055,15055,6205,145,1
15056,15056,6206,58,1
15057,15057,6207,128,1
15059,15059,6208,68,1
15058,15058,6208,69,2
15060,15060,6208,47,3
15061,15061,6208,74,4
15062,15062,6209,145,1
15063,15063,6210,58,1
15064,15064,6211,128,1
15065,15065,6212,68,1
15066,15066,6212,69,2
15067,15067,6212,47,3
15068,15068,6212,74,4
15069,15069,6213,145,1
15070,15070,6214,58,1
15071,15071,6215,128,1
15072,15072,6216,148,1
15073,15073,6217,52,1
15074,15074,6217,113,2
15075,15075,6217,127,3
15076,15076,6217,79,4
15077,15077,6218,52,1
15078,15078,6218,113,2
15079,15079,6218,127,3
15080,15080,6218,79,4
15081,15081,6219,52,1
15082,15082,6219,113,2
15083,15083,6219,132,3
15084,15084,6219,127,4
15085,15085,6219,62,5
15086,15086,6220,52,1
15087,15087,6220,113,2
15088,15088,6220,132,3
15089,15089,6220,127,4
15090,15090,6220,62,5
15091,15091,6221,52,1
15092,15092,6221,113,2
15093,15093,6221,127,3
15094,15094,6221,62,4
15095,15095,6222,52,1
15097,15097,6222,113,2
15096,15096,6222,127,3
15098,15098,6222,48,4
15099,15099,6223,52,1
15100,15100,6223,47,2
15101,15101,6223,127,3
15102,15102,6223,125,4
15103,15103,6224,52,1
15104,15104,6224,47,2
15105,15105,6224,127,3
15106,15106,6224,125,4
15107,15107,6225,52,1
15108,15108,6225,47,2
15109,15109,6225,127,3
15110,15110,6225,50,4
15111,15111,6226,52,1
15112,15112,6226,47,2
15113,15113,6226,127,3
15114,15114,6226,50,4
15115,15115,6227,152,1
15116,15116,6227,151,2
15117,15117,6228,52,1
15118,15118,6228,113,2
15119,15119,6228,127,3
15120,15120,6228,79,4
15121,15121,6229,52,1
15122,15122,6229,113,2
15123,15123,6229,132,3
15124,15124,6229,127,4
15125,15125,6229,79,5
15126,15126,6230,151,1
15127,15127,6231,49,1
15128,15128,6231,47,2
15129,15129,6231,127,3
15130,15130,6231,62,4
15132,15132,6232,49,1
15131,15131,6232,113,2
15133,15133,6232,127,3
15134,15134,6232,48,4
15136,15136,6233,49,1
15135,15135,6233,113,2
15137,15137,6233,127,3
15138,15138,6233,77,4
15139,15139,6233,62,5
15140,15140,6234,58,1
15141,15141,6235,52,1
15142,15142,6235,113,2
15144,15144,6235,127,3
15143,15143,6235,79,4
15145,15145,6236,151,1
15146,15146,6237,128,1
15147,15147,6238,52,1
15148,15148,6238,113,2
15149,15149,6238,127,3
15150,15150,6238,151,4
15151,15151,6239,49,1
15152,15152,6239,113,2
15153,15153,6239,127,3
15154,15154,6239,151,4
15155,15155,6240,58,1
15156,15156,6241,49,1
15157,15157,6241,47,2
15158,15158,6241,74,3
15159,15159,6242,83,1
15160,15160,6243,49,1
15161,15161,6243,113,2
15163,15163,6243,127,3
15162,15162,6243,151,4
15164,15164,6244,49,1
15165,15165,6244,47,2
15166,15166,6244,127,3
15167,15167,6244,62,4
15168,15168,6245,49,1
15169,15169,6245,113,2
15170,15170,6245,127,3
15171,15171,6245,77,4
15172,15172,6245,62,5
15173,15173,6246,49,1
15174,15174,6246,113,2
15175,15175,6246,127,3
15176,15176,6246,48,4
15177,15177,6247,52,1
15178,15178,6247,113,2
15179,15179,6247,127,3
15180,15180,6247,151,4
15181,15181,6248,52,1
15182,15182,6248,113,2
15183,15183,6248,127,3
15184,15184,6248,151,4
15186,15186,6249,49,1
15185,15185,6249,113,2
15187,15187,6249,127,3
15188,15188,6249,151,4
15189,15189,6250,52,1
15190,15190,6250,113,2
15191,15191,6250,127,3
15192,15192,6250,151,4
15193,15193,6251,52,1
15194,15194,6251,113,2
15195,15195,6251,127,3
15196,15196,6251,62,4
15197,15197,6252,49,1
15198,15198,6252,47,2
15199,15199,6252,74,3
15200,15200,6253,58,1
15201,15201,6254,83,1
15202,15202,6255,49,1
15203,15203,6255,47,2
15204,15204,6255,74,3
15205,15205,6256,58,1
15206,15206,6257,83,1
15207,15207,6258,52,1
15208,15208,6258,113,2
15209,15209,6258,127,3
15210,15210,6258,62,4
15211,15211,6259,52,1
15212,15212,6259,113,2
15213,15213,6259,127,3
15214,15214,6259,151,4
15215,15215,6260,52,1
15216,15216,6260,47,2
15217,15217,6260,64,3
15218,15218,6261,68,1
15219,15219,6261,69,2
15220,15220,6261,47,3
15221,15221,6261,74,4
15222,15222,6262,145,1
15223,15223,6263,58,1
15224,15224,6264,128,1
15225,15225,6265,68,1
15226,15226,6265,69,2
15227,15227,6265,47,3
15228,15228,6265,74,4
15229,15229,6266,145,1
15230,15230,6267,58,1
15231,15231,6268,128,1
15232,15232,6269,68,1
15233,15233,6269,69,2
15234,15234,6269,47,3
15235,15235,6269,74,4
15236,15236,6270,145,1
15237,15237,6271,58,1
15238,15238,6272,128,1
15239,15239,6273,68,1
15240,15240,6273,69,2
15241,15241,6273,47,3
15242,15242,6273,74,4
15243,15243,6274,145,1
15244,15244,6275,58,1
15245,15245,6276,128,1
15246,15246,6277,57,1
15247,15247,6277,58,2
15248,15248,6278,57,1
15249,15249,6278,58,2
15251,15251,6279,68,1
15250,15250,6279,69,2
15253,15253,6279,47,3
15252,15252,6279,74,4
15254,15254,6280,145,1
15255,15255,6281,58,1
15256,15256,6282,128,1
15257,15257,6283,68,1
15258,15258,6283,69,2
15260,15260,6283,47,3
15259,15259,6283,74,4
15261,15261,6284,145,1
15262,15262,6285,58,1
15263,15263,6286,128,1
15264,15264,6287,55,1
15265,15265,6287,47,2
15266,15266,6287,127,3
15267,15267,6287,125,4
15268,15268,6288,52,1
15269,15269,6288,113,2
15271,15271,6288,118,3
15270,15270,6288,127,4
15272,15272,6288,151,5
15273,15273,6289,52,1
15274,15274,6289,132,2
15275,15275,6289,127,3
15276,15276,6289,62,4
15277,15277,6290,52,1
15278,15278,6290,47,2
15279,15279,6290,127,3
15280,15280,6290,125,4
15281,15281,6291,52,1
15283,15283,6291,47,2
15282,15282,6291,127,3
15284,15284,6291,50,4
15285,15285,6292,52,1
15286,15286,6292,113,2
15287,15287,6292,132,3
15288,15288,6292,127,4
15289,15289,6292,62,5
15290,15290,6293,151,1
15291,15291,6294,152,1
15292,15292,6295,58,1
15293,15293,6296,52,1
15294,15294,6296,47,2
15295,15295,6296,110,3
15296,15296,6297,52,1
15297,15297,6297,113,2
15298,15298,6297,127,3
15299,15299,6297,151,4
15300,15300,6298,52,1
15301,15301,6298,113,2
15302,15302,6298,127,3
15303,15303,6298,48,4
15304,15304,6299,52,1
15305,15305,6299,113,2
15306,15306,6299,127,3
15307,15307,6299,62,4
15309,15309,6300,52,1
15308,15308,6300,113,2
15310,15310,6300,127,3
15311,15311,6300,62,4
15312,15312,6301,52,1
15313,15313,6301,113,2
15315,15315,6301,127,3
15314,15314,6301,151,4
15316,15316,6302,52,1
15317,15317,6302,113,2
15318,15318,6302,127,3
15319,15319,6302,151,4
15320,15320,6303,58,1
15321,15321,6304,52,1
15322,15322,6305,55,1
15323,15323,6305,47,2
15324,15324,6305,127,3
15325,15325,6305,48,4
15326,15326,6306,52,1
15327,15327,6306,113,2
15328,15328,6306,127,3
15329,15329,6306,132,4
15330,15330,6306,127,5
15331,15331,6306,48,6
15332,15332,6307,52,1
15333,15333,6307,113,2
15334,15334,6307,118,3
15335,15335,6307,127,4
15336,15336,6307,151,5
15337,15337,6308,52,1
15338,15338,6308,113,2
15339,15339,6308,132,3
15340,15340,6308,127,4
15341,15341,6308,62,5
15342,15342,6309,52,1
15343,15343,6309,113,2
15344,15344,6309,127,3
15345,15345,6309,62,4
15346,15346,6310,52,1
15347,15347,6310,113,2
15348,15348,6310,127,3
15349,15349,6310,48,4
15350,15350,6311,58,1
15351,15351,6312,58,1
15352,15352,6313,52,1
15353,15353,6313,113,2
15354,15354,6313,127,3
15355,15355,6313,151,4
15356,15356,6314,52,1
15357,15357,6314,113,2
15358,15358,6314,127,3
15359,15359,6314,151,4
15360,15360,6315,52,1
15361,15361,6315,113,2
15362,15362,6315,127,3
15363,15363,6315,151,4
15364,15364,6316,52,1
15365,15365,6316,113,2
15366,15366,6316,127,3
15367,15367,6316,151,4
15368,15368,6317,52,1
15369,15369,6317,113,2
15370,15370,6317,127,3
15371,15371,6317,151,4
15372,15372,6318,58,1
15373,15373,6319,52,1
15374,15374,6319,47,2
15375,15375,6319,64,3
15376,15376,6320,52,1
15377,15377,6320,47,2
15378,15378,6320,64,3
15379,15379,6321,58,1
15380,15380,6322,76,1
15381,15381,6323,58,1
15382,15382,6324,76,1
15383,15383,6325,58,1
15384,15384,6326,76,1
15385,15385,6327,58,1
15386,15386,6328,76,1
15387,15387,6329,58,1
15388,15388,6330,76,1
15389,15389,6331,52,1
15390,15390,6331,47,2
15391,15391,6331,127,3
15392,15392,6331,125,4
15394,15394,6332,52,1
15393,15393,6332,47,2
15395,15395,6332,127,3
15396,15396,6332,50,4
15397,15397,6333,135,1
15398,15398,6333,113,2
15399,15399,6333,77,3
15400,15400,6334,58,1
15401,15401,6335,76,1
15402,15402,6336,58,1
15403,15403,6337,76,1
15404,15404,6338,58,1
15405,15405,6339,76,1
15406,15406,6340,58,1
15407,15407,6341,76,1
15408,15408,6342,58,1
15409,15409,6343,76,1
15410,15410,6344,75,1
15411,15411,6345,75,1
15412,15412,6346,75,1
15413,15413,6347,75,1
15414,15414,6348,75,1
15416,15416,6349,52,1
15415,15415,6349,113,2
15417,15417,6349,127,3
15418,15418,6349,48,4
15419,15419,6350,52,1
15420,15420,6350,113,2
15421,15421,6350,127,3
15422,15422,6350,48,4
15423,15423,6351,135,1
15424,15424,6351,113,2
15425,15425,6351,77,3
15426,15426,6352,57,1
15427,15427,6352,58,2
15428,15428,6353,57,1
15429,15429,6353,58,2
15430,15430,6354,117,1
15431,15431,6354,62,2
15432,15432,6355,135,1
15434,15434,6355,113,2
15433,15433,6355,77,3
15435,15435,6355,62,4
15436,15436,6356,117,1
15437,15437,6356,62,2
15438,15438,6357,88,1
15439,15439,6358,58,1
15440,15440,6359,76,1
15441,15441,6360,88,1
15442,15442,6361,58,1
15443,15443,6362,76,1
15444,15444,6363,88,1
15445,15445,6364,58,1
15446,15446,6365,76,1
15447,15447,6366,88,1
15448,15448,6367,58,1
15449,15449,6368,76,1
15450,15450,6369,88,1
15451,15451,6370,58,1
15452,15452,6371,76,1
15453,15453,6372,88,1
15454,15454,6373,58,1
15455,15455,6374,76,1
15456,15456,6375,57,1
15457,15457,6375,58,2
15458,15458,6376,57,1
15459,15459,6376,58,2
15460,15460,6377,57,1
15461,15461,6377,58,2
15462,15462,6378,57,1
15463,15463,6378,88,2
15464,15464,6379,135,1
15465,15465,6379,113,2
15466,15466,6379,77,3
15467,15467,6379,62,4
15468,15468,6380,57,1
15469,15469,6380,88,2
15470,15470,6381,57,1
15471,15471,6381,88,2
15472,15472,6382,57,1
15473,15473,6382,88,2
15474,15474,6383,57,1
15475,15475,6383,88,2
15476,15476,6384,57,1
15477,15477,6384,88,2
15478,15478,6385,57,1
15479,15479,6385,58,2
15480,15480,6386,57,1
15481,15481,6386,58,2
15482,15482,6387,57,1
15483,15483,6387,58,2
15484,15484,6388,135,1
15485,15485,6388,113,2
15486,15486,6388,151,3
15487,15487,6389,68,1
15488,15488,6389,69,2
15489,15489,6389,47,3
15490,15490,6389,74,4
15491,15491,6390,145,1
15492,15492,6391,58,1
15493,15493,6392,128,1
15494,15494,6393,52,1
15495,15495,6393,113,2
15496,15496,6393,127,3
15497,15497,6393,62,4
15498,15498,6394,68,1
15499,15499,6394,69,2
15500,15500,6394,47,3
15501,15501,6394,74,4
15502,15502,6395,88,1
15503,15503,6396,58,1
15504,15504,6397,76,1
15505,15505,6398,152,1
15506,15506,6399,152,1
15507,15507,6399,151,2
15508,15508,6400,68,1
15509,15509,6400,69,2
15510,15510,6400,47,3
15511,15511,6400,74,4
15512,15512,6401,145,1
15513,15513,6402,58,1
15514,15514,6403,128,1
15515,15515,6404,52,1
15518,15518,6404,113,2
15516,15516,6404,127,3
15517,15517,6404,62,4
15519,15519,6405,52,1
15520,15520,6405,113,2
15521,15521,6405,127,3
15522,15522,6405,62,4
15523,15523,6406,135,1
15524,15524,6406,113,2
15525,15525,6406,151,3
15526,15526,6407,135,1
15527,15527,6407,113,2
15528,15528,6407,151,3
15529,15529,6408,52,1
15530,15530,6408,113,2
15531,15531,6408,127,3
15532,15532,6408,151,4
15533,15533,6409,57,1
15534,15534,6409,88,2
15535,15535,6410,57,1
15536,15536,6410,88,2
15537,15537,6411,57,1
15538,15538,6411,88,2
15539,15539,6412,57,1
15540,15540,6412,58,2
15541,15541,6413,57,1
15542,15542,6413,58,2
15543,15543,6414,57,1
15544,15544,6414,58,2
15546,15546,6415,57,1
15545,15545,6415,58,2
15547,15547,6416,57,1
15548,15548,6416,58,2
15549,15549,6417,57,1
15550,15550,6417,58,2
15551,15551,6418,57,1
15552,15552,6418,88,2
15553,15553,6419,57,1
15554,15554,6419,88,2
15555,15555,6420,57,1
15556,15556,6420,88,2
15557,15557,6421,55,1
15558,15558,6421,47,2
15559,15559,6421,127,3
15560,15560,6421,77,4
15561,15561,6422,52,1
15562,15562,6422,113,2
15564,15564,6422,127,3
15563,15563,6422,151,4
15565,15565,6423,128,1
15566,15566,6424,128,1
15567,15567,6425,128,1
15568,15568,6426,52,1
15569,15569,6426,47,2
15570,15570,6426,127,3
15571,15571,6426,125,4
